User ID,Date,Day,Show,Season,Episode,Time Watched,Gender,Completed,Time of Day
8465,2/10/2019,Sunday,Stranger Things,1,7,55,Female,1,0
45732,2/10/2019,Sunday,Stranger Things,2,1,24,Female,0,0
25427,2/10/2019,Sunday,Stranger Things,1,10,15,Female,0,1
102473,2/10/2019,Sunday,Stranger Things,1,4,7,Male,0,0
68335,2/10/2019,Sunday,Stranger Things,2,1,25,Female,0,1
18569,2/10/2019,Sunday,Stranger Things,1,7,30,Male,1,0
33664,2/10/2019,Sunday,Stranger Things,1,2,55,Male,1,1
34198,2/10/2019,Sunday,Stranger Things,2,10,4,Female,0,0
39545,2/10/2019,Sunday,Stranger Things,1,8,52,Male,1,0
49656,2/10/2019,Sunday,Stranger Things,2,8,27,Male,0,0
56368,2/10/2019,Sunday,Stranger Things,2,5,32,Male,1,0
124472,2/10/2019,Sunday,Stranger Things,1,3,2,Female,0,1
70443,2/10/2019,Sunday,Stranger Things,2,2,15,Female,0,0
54044,2/10/2019,Sunday,Stranger Things,2,9,34,Female,1,0
38897,2/10/2019,Sunday,Stranger Things,1,7,15,Female,0,0
11866,2/10/2019,Sunday,Stranger Things,2,9,32,Female,1,0
56632,2/10/2019,Sunday,Stranger Things,2,6,33,Male,1,1
71706,2/10/2019,Sunday,Stranger Things,2,1,37,Female,1,1
32766,2/10/2019,Sunday,Stranger Things,1,7,6,Female,0,1
93297,2/10/2019,Sunday,Stranger Things,1,1,49,Male,1,1
56778,2/10/2019,Sunday,Stranger Things,2,2,13,Male,0,1
55544,2/10/2019,Sunday,Stranger Things,2,10,31,Male,1,1
80578,2/10/2019,Sunday,Stranger Things,1,9,35,Female,1,0
39792,2/10/2019,Sunday,Stranger Things,2,2,23,Male,0,0
115091,2/10/2019,Sunday,Stranger Things,2,8,51,Female,1,0
25519,2/10/2019,Sunday,Stranger Things,1,8,12,Female,0,0
44885,2/10/2019,Sunday,Stranger Things,1,7,49,Female,1,0
75964,2/10/2019,Sunday,Stranger Things,2,4,20,Female,0,1
63772,2/10/2019,Sunday,Stranger Things,1,9,56,Female,1,1
15111,2/10/2019,Sunday,Stranger Things,2,10,3,Female,0,0
3764,2/10/2019,Sunday,Stranger Things,2,7,10,Female,0,1
48016,2/10/2019,Sunday,Stranger Things,1,2,28,Female,0,0
45924,2/10/2019,Sunday,Stranger Things,2,1,19,Female,0,1
66950,2/10/2019,Sunday,Stranger Things,2,8,46,Male,1,0
103914,2/10/2019,Sunday,Stranger Things,1,9,29,Male,0,1
56928,2/10/2019,Sunday,Stranger Things,2,8,57,Female,1,0
112662,2/10/2019,Sunday,Stranger Things,1,3,39,Male,1,0
93243,2/10/2019,Sunday,Stranger Things,1,9,52,Male,1,1
45191,2/10/2019,Sunday,Stranger Things,2,7,25,Male,0,0
67403,2/10/2019,Sunday,Stranger Things,1,8,60,Female,1,1
39284,2/10/2019,Sunday,Stranger Things,2,1,30,Female,1,1
15552,2/10/2019,Sunday,Stranger Things,1,3,18,Male,0,1
6109,2/10/2019,Sunday,Stranger Things,1,5,50,Male,1,1
60545,2/10/2019,Sunday,Stranger Things,2,8,32,Female,1,0
58169,2/10/2019,Sunday,Stranger Things,2,6,26,Female,0,1
59967,2/10/2019,Sunday,Stranger Things,2,9,38,Female,1,0
1820,2/10/2019,Sunday,Stranger Things,2,5,5,Male,0,0
98075,2/10/2019,Sunday,Stranger Things,2,1,20,Male,0,1
109783,2/10/2019,Sunday,Stranger Things,1,3,12,Female,0,1
79779,2/10/2019,Sunday,Stranger Things,1,3,59,Male,1,1
85611,2/10/2019,Sunday,Stranger Things,2,8,51,Male,1,0
98254,2/10/2019,Sunday,Stranger Things,1,4,30,Female,1,1
33961,2/10/2019,Sunday,Stranger Things,2,2,5,Male,0,0
106025,2/10/2019,Sunday,Stranger Things,2,2,15,Female,0,0
15254,2/10/2019,Sunday,Stranger Things,2,4,49,Male,1,0
9992,2/10/2019,Sunday,Stranger Things,2,5,38,Female,1,1
14574,2/10/2019,Sunday,Stranger Things,1,7,55,Female,1,1
54661,2/10/2019,Sunday,Stranger Things,1,8,22,Male,0,1
25709,2/10/2019,Sunday,Stranger Things,1,7,45,Male,1,1
50704,2/10/2019,Sunday,Stranger Things,2,10,29,Female,0,0
38347,2/10/2019,Sunday,Stranger Things,2,4,2,Female,0,1
84204,2/10/2019,Sunday,Stranger Things,2,7,41,Female,1,0
5951,2/10/2019,Sunday,Stranger Things,2,9,26,Female,0,0
86799,2/10/2019,Sunday,Stranger Things,2,2,30,Female,1,1
54871,2/10/2019,Sunday,Stranger Things,1,4,52,Male,1,1
25088,2/10/2019,Sunday,Stranger Things,2,8,29,Male,0,0
118299,2/10/2019,Sunday,Stranger Things,2,5,50,Female,1,1
91034,2/10/2019,Sunday,Stranger Things,2,5,16,Female,0,1
65186,2/10/2019,Sunday,Stranger Things,1,4,8,Female,0,0
15259,2/10/2019,Sunday,Stranger Things,2,1,26,Female,0,0
103625,2/10/2019,Sunday,Stranger Things,2,7,32,Female,1,1
79534,2/10/2019,Sunday,Stranger Things,2,8,45,Male,1,1
13454,2/10/2019,Sunday,Stranger Things,2,2,23,Male,0,0
49447,2/10/2019,Sunday,Stranger Things,1,2,18,Male,0,0
59409,2/10/2019,Sunday,Stranger Things,2,8,38,Female,1,0
106086,2/10/2019,Sunday,Stranger Things,1,10,9,Male,0,0
75405,2/10/2019,Sunday,Stranger Things,2,2,59,Male,1,0
66119,2/10/2019,Sunday,Stranger Things,2,1,45,Male,1,1
11703,2/10/2019,Sunday,Stranger Things,2,6,53,Male,1,1
42933,2/10/2019,Sunday,Stranger Things,2,10,50,Male,1,1
52680,2/10/2019,Sunday,Stranger Things,2,1,48,Female,1,0
1648,2/10/2019,Sunday,Stranger Things,2,9,32,Male,1,1
92954,2/10/2019,Sunday,Stranger Things,2,3,32,Female,1,1
80339,2/10/2019,Sunday,Stranger Things,1,5,13,Male,0,0
68025,2/10/2019,Sunday,Stranger Things,2,5,34,Male,1,0
97249,2/10/2019,Sunday,Stranger Things,1,9,30,Male,1,0
62659,2/10/2019,Sunday,Stranger Things,1,4,54,Male,1,0
103970,2/10/2019,Sunday,Stranger Things,2,5,31,Female,1,0
74935,2/10/2019,Sunday,Stranger Things,1,5,60,Male,1,1
83962,2/10/2019,Sunday,Stranger Things,2,3,13,Male,0,0
111190,2/10/2019,Sunday,Stranger Things,2,8,47,Female,1,1
9363,2/10/2019,Sunday,Stranger Things,2,4,59,Male,1,0
67447,2/10/2019,Sunday,Stranger Things,2,10,5,Male,0,1
53685,2/10/2019,Sunday,Stranger Things,2,2,42,Male,1,0
116969,2/10/2019,Sunday,Stranger Things,1,7,60,Female,1,0
117592,2/10/2019,Sunday,Stranger Things,2,9,47,Female,1,1
10336,2/10/2019,Sunday,Stranger Things,2,2,46,Male,1,1
52030,2/10/2019,Sunday,Stranger Things,1,4,22,Male,0,1
44607,2/10/2019,Sunday,Stranger Things,2,2,10,Male,0,1
67916,2/10/2019,Sunday,Stranger Things,1,6,25,Female,0,1
32608,2/10/2019,Sunday,Stranger Things,1,2,27,Female,0,0
26646,2/10/2019,Sunday,Stranger Things,1,3,56,Female,1,0
93703,2/10/2019,Sunday,Stranger Things,2,7,36,Male,1,0
107975,2/10/2019,Sunday,Stranger Things,1,2,55,Male,1,0
84544,2/10/2019,Sunday,Stranger Things,1,3,59,Female,1,0
89153,2/10/2019,Sunday,Stranger Things,1,2,33,Male,1,0
111958,2/10/2019,Sunday,Stranger Things,2,5,7,Female,0,1
120485,2/10/2019,Sunday,Stranger Things,2,9,52,Female,1,0
51580,2/10/2019,Sunday,Stranger Things,1,2,30,Female,1,0
52320,2/10/2019,Sunday,Stranger Things,1,8,36,Female,1,1
66767,2/10/2019,Sunday,Stranger Things,2,5,9,Female,0,0
40197,2/10/2019,Sunday,Stranger Things,2,8,18,Female,0,0
35533,2/10/2019,Sunday,Stranger Things,1,9,56,Male,1,0
36919,2/10/2019,Sunday,Stranger Things,2,10,21,Female,0,0
73122,2/10/2019,Sunday,Stranger Things,2,9,52,Female,1,0
108576,2/10/2019,Sunday,Stranger Things,1,1,15,Female,0,1
122435,2/10/2019,Sunday,Stranger Things,2,5,20,Female,0,1
106160,2/10/2019,Sunday,Stranger Things,1,8,17,Female,0,0
13704,2/10/2019,Sunday,Stranger Things,1,4,25,Female,0,0
114280,2/10/2019,Sunday,Stranger Things,1,5,18,Female,0,0
86045,2/10/2019,Sunday,Stranger Things,1,2,12,Female,0,0
98501,2/10/2019,Sunday,Stranger Things,2,5,11,Male,0,0
29794,2/10/2019,Sunday,Stranger Things,2,2,40,Female,1,0
92410,2/10/2019,Sunday,Stranger Things,1,8,48,Male,1,1
89479,2/10/2019,Sunday,Stranger Things,2,1,26,Female,0,0
23908,2/10/2019,Sunday,Stranger Things,2,1,54,Female,1,0
15123,2/10/2019,Sunday,Stranger Things,2,1,43,Male,1,1
122811,2/10/2019,Sunday,Stranger Things,1,6,34,Male,1,1
115450,2/10/2019,Sunday,Stranger Things,2,10,32,Female,1,0
120451,2/10/2019,Sunday,Stranger Things,2,5,35,Male,1,1
23744,2/10/2019,Sunday,Stranger Things,1,7,55,Male,1,1
13859,2/10/2019,Sunday,Stranger Things,2,8,29,Male,0,0
20206,2/10/2019,Sunday,Stranger Things,2,5,32,Female,1,0
9683,2/10/2019,Sunday,Stranger Things,1,1,45,Male,1,0
50084,2/10/2019,Sunday,Stranger Things,1,6,50,Female,1,0
110289,2/10/2019,Sunday,Stranger Things,1,6,2,Male,0,0
96594,2/10/2019,Sunday,Stranger Things,1,7,49,Female,1,0
99481,2/10/2019,Sunday,Stranger Things,1,6,39,Female,1,1
25298,2/10/2019,Sunday,Stranger Things,2,8,44,Male,1,0
108738,2/10/2019,Sunday,Stranger Things,2,2,26,Female,0,0
78765,2/10/2019,Sunday,Stranger Things,2,5,34,Male,1,1
22955,2/10/2019,Sunday,Stranger Things,2,8,12,Male,0,1
113314,2/10/2019,Sunday,Stranger Things,1,2,44,Female,1,1
112228,2/10/2019,Sunday,Stranger Things,1,1,58,Male,1,1
33626,2/10/2019,Sunday,Stranger Things,1,3,54,Male,1,0
63644,2/10/2019,Sunday,Stranger Things,1,1,6,Male,0,0
83940,2/10/2019,Sunday,Stranger Things,1,5,42,Male,1,1
33989,2/10/2019,Sunday,Stranger Things,1,7,37,Male,1,1
69411,2/10/2019,Sunday,Stranger Things,1,9,32,Female,1,0
50444,2/10/2019,Sunday,Stranger Things,2,6,52,Male,1,1
101011,2/10/2019,Sunday,Stranger Things,1,8,31,Male,1,1
56680,2/10/2019,Sunday,Stranger Things,2,2,27,Female,0,0
40068,2/10/2019,Sunday,Stranger Things,2,2,38,Male,1,1
24149,2/10/2019,Sunday,Stranger Things,1,7,6,Female,0,1
44294,2/10/2019,Sunday,Stranger Things,1,10,19,Female,0,0
74651,2/10/2019,Sunday,Stranger Things,1,10,2,Male,0,1
124090,2/10/2019,Sunday,Stranger Things,2,7,45,Female,1,1
82923,2/10/2019,Sunday,Stranger Things,2,5,52,Male,1,0
117125,2/10/2019,Sunday,Stranger Things,2,1,4,Male,0,1
39043,2/10/2019,Sunday,Stranger Things,1,10,37,Female,1,1
6454,2/10/2019,Sunday,Stranger Things,2,2,40,Female,1,1
77292,2/10/2019,Sunday,Stranger Things,2,7,27,Male,0,1
119154,2/10/2019,Sunday,Stranger Things,1,4,49,Male,1,0
120359,2/10/2019,Sunday,Stranger Things,1,8,54,Male,1,0
23191,2/10/2019,Sunday,Stranger Things,2,6,20,Male,0,0
12482,2/10/2019,Sunday,Stranger Things,1,2,44,Female,1,0
6037,2/10/2019,Sunday,Stranger Things,1,2,21,Female,0,0
30696,2/10/2019,Sunday,Stranger Things,2,1,2,Female,0,1
15316,2/10/2019,Sunday,Stranger Things,2,7,54,Female,1,0
41080,2/10/2019,Sunday,Stranger Things,2,9,49,Female,1,1
68707,2/10/2019,Sunday,Stranger Things,2,1,13,Female,0,0
23514,2/10/2019,Sunday,Stranger Things,1,8,25,Female,0,0
84171,2/10/2019,Sunday,Stranger Things,2,3,16,Female,0,0
76439,2/10/2019,Sunday,Stranger Things,1,8,39,Male,1,0
36971,2/10/2019,Sunday,Stranger Things,1,3,60,Female,1,0
62929,2/10/2019,Sunday,Stranger Things,1,3,59,Male,1,0
101517,2/10/2019,Sunday,Stranger Things,2,6,24,Male,0,0
24288,2/10/2019,Sunday,Stranger Things,2,8,45,,1,0
113604,2/10/2019,Sunday,Stranger Things,2,4,29,Female,0,1
36551,2/10/2019,Sunday,Stranger Things,2,7,12,Female,0,1
100024,2/10/2019,Sunday,Stranger Things,1,6,38,Female,1,0
87844,2/10/2019,Sunday,Stranger Things,2,4,55,Male,1,0
88281,2/10/2019,Sunday,Stranger Things,2,6,36,Female,1,0
30412,2/10/2019,Sunday,Stranger Things,2,1,40,Male,1,1
118919,2/10/2019,Sunday,Stranger Things,1,5,43,Female,1,0
124357,2/10/2019,Sunday,Stranger Things,1,1,44,Male,1,0
102129,2/10/2019,Sunday,Stranger Things,2,4,8,Female,0,1
90077,2/10/2019,Sunday,Stranger Things,2,4,13,Male,0,0
80801,2/10/2019,Sunday,Stranger Things,2,10,35,Female,1,0
49042,2/10/2019,Sunday,Friends,6,8,19,Male,0,1
38942,2/10/2019,Sunday,Friends,4,2,27,Male,0,0
18877,2/10/2019,Sunday,Friends,2,8,4,Male,0,1
98140,2/10/2019,Sunday,Friends,3,7,10,Female,0,1
76352,2/10/2019,Sunday,Friends,6,4,2,Female,0,0
14775,2/10/2019,Sunday,Friends,3,8,11,Female,0,1
96591,2/10/2019,Sunday,Friends,1,6,17,Male,0,0
32593,2/10/2019,Sunday,Friends,1,8,8,Male,0,0
86582,2/10/2019,Sunday,Friends,9,1,18,Female,0,1
110951,2/10/2019,Sunday,Friends,2,5,9,Female,0,1
73191,2/10/2019,Sunday,Friends,7,5,10,Female,0,0
32671,2/10/2019,Sunday,Friends,5,1,13,Female,0,0
67017,2/10/2019,Sunday,Friends,9,5,21,Male,0,0
41309,2/10/2019,Sunday,Friends,1,3,4,Female,0,1
11092,2/10/2019,Sunday,Friends,8,8,17,Female,0,0
50741,2/10/2019,Sunday,Friends,6,6,9,Male,0,1
59458,2/10/2019,Sunday,Friends,4,9,10,Male,0,1
105047,2/10/2019,Sunday,Friends,2,5,10,Male,0,1
31879,2/10/2019,Sunday,Friends,4,1,2,Female,0,1
83191,2/10/2019,Sunday,Friends,10,10,10,Female,0,1
29850,2/10/2019,Sunday,Friends,9,4,11,Male,0,0
80020,2/10/2019,Sunday,Friends,5,5,7,Male,0,1
93874,2/10/2019,Sunday,Friends,7,6,26,Male,0,1
58592,2/10/2019,Sunday,Friends,6,3,2,Male,0,1
118128,2/10/2019,Sunday,Friends,5,4,27,Male,0,0
39426,2/10/2019,Sunday,Friends,8,5,6,Male,0,0
107096,2/10/2019,Sunday,Friends,1,10,24,Female,0,0
18090,2/10/2019,Sunday,Friends,10,2,29,Female,0,0
99672,2/10/2019,Sunday,Friends,1,7,7,Male,0,0
53754,2/10/2019,Sunday,Friends,6,1,21,Male,0,1
45849,2/10/2019,Sunday,Friends,4,9,22,Male,0,1
19326,2/10/2019,Sunday,Friends,9,5,11,Male,0,1
30034,2/10/2019,Sunday,Friends,3,4,9,Male,0,0
121638,2/10/2019,Sunday,Friends,5,7,14,Female,0,0
84895,2/10/2019,Sunday,Friends,10,8,7,Female,0,1
94222,2/10/2019,Sunday,Friends,2,8,9,Female,0,1
40633,2/10/2019,Sunday,Friends,4,1,25,Male,0,0
116893,2/10/2019,Sunday,Friends,4,1,8,Male,0,0
107135,2/10/2019,Sunday,Friends,1,2,15,Female,0,1
79878,2/10/2019,Sunday,Friends,6,6,1,Female,0,1
118782,2/10/2019,Sunday,Friends,6,5,26,Male,0,1
29912,2/10/2019,Sunday,Friends,7,4,26,Male,0,1
96919,2/10/2019,Sunday,Friends,5,4,26,Female,0,1
61570,2/10/2019,Sunday,Friends,3,5,9,Female,0,1
24219,2/10/2019,Sunday,Friends,9,7,13,Male,0,1
38085,2/10/2019,Sunday,Friends,6,2,27,Male,0,0
47224,2/10/2019,Sunday,Friends,2,9,12,Female,0,1
46759,2/10/2019,Sunday,Friends,5,9,8,Male,0,0
103326,2/10/2019,Sunday,Friends,5,7,11,Male,0,1
41518,2/10/2019,Sunday,Friends,5,4,29,Male,0,1
53505,2/10/2019,Sunday,Friends,10,10,5,Female,0,0
96492,2/10/2019,Sunday,Friends,9,6,11,Female,0,1
118126,2/10/2019,Sunday,Friends,2,9,21,Female,0,0
31313,2/10/2019,Sunday,Friends,5,6,18,Female,0,1
52574,2/10/2019,Sunday,Friends,8,1,20,Male,0,1
41727,2/10/2019,Sunday,Friends,9,6,26,Male,0,0
109963,2/10/2019,Sunday,Friends,6,3,27,,0,0
44099,2/10/2019,Sunday,Friends,10,1,17,Male,0,1
10060,2/10/2019,Sunday,Friends,1,6,30,Male,1,0
30999,2/10/2019,Sunday,Friends,9,1,21,Female,0,1
54633,2/10/2019,Sunday,Friends,5,4,14,Female,0,1
121108,2/10/2019,Sunday,Friends,2,6,23,Female,0,1
111684,2/10/2019,Sunday,Friends,8,9,9,Female,0,0
19264,2/10/2019,Sunday,Friends,7,2,16,Female,0,0
10732,2/10/2019,Sunday,Friends,1,4,3,Female,0,1
16615,2/10/2019,Sunday,Friends,10,3,17,Female,0,1
39088,2/10/2019,Sunday,Friends,3,10,5,Female,0,0
1047,2/10/2019,Sunday,Friends,10,5,20,Female,0,1
93701,2/10/2019,Sunday,Friends,4,8,9,Female,0,1
68905,2/10/2019,Sunday,Friends,8,1,4,Female,0,0
32761,2/10/2019,Sunday,Friends,6,3,27,Female,0,1
54134,2/10/2019,Sunday,Friends,6,9,19,Male,0,0
122425,2/10/2019,Sunday,Friends,5,1,28,Female,0,0
24207,2/10/2019,Sunday,Friends,8,2,23,Male,0,0
84804,2/10/2019,Sunday,Friends,4,3,25,Male,0,1
934,2/10/2019,Sunday,Friends,8,9,13,Female,0,1
26183,2/10/2019,Sunday,Friends,6,3,2,Female,0,0
24524,2/10/2019,Sunday,Friends,4,10,29,Female,0,0
1866,2/10/2019,Sunday,Friends,10,3,30,Male,1,0
26644,2/10/2019,Sunday,Friends,5,7,19,Male,0,0
117926,2/10/2019,Sunday,Orange Is The New Black,5,8,42,Male,0,0
68641,2/10/2019,Sunday,Orange Is The New Black,4,6,8,Female,0,1
11241,2/10/2019,Sunday,Orange Is The New Black,4,7,58,Female,1,0
103791,2/10/2019,Sunday,Orange Is The New Black,3,5,34,Male,0,0
79368,2/10/2019,Sunday,Orange Is The New Black,1,7,12,Male,0,0
50041,2/10/2019,Sunday,Orange Is The New Black,4,10,45,Female,0,0
90875,2/10/2019,Sunday,Orange Is The New Black,4,7,41,Female,0,1
104966,2/10/2019,Sunday,Orange Is The New Black,1,9,27,Male,0,0
42494,2/10/2019,Sunday,Orange Is The New Black,4,2,14,Female,0,0
1034,2/10/2019,Sunday,Orange Is The New Black,1,10,42,Male,0,1
45672,2/10/2019,Sunday,Orange Is The New Black,4,9,41,Female,0,0
89717,2/10/2019,Sunday,Orange Is The New Black,4,2,56,Male,1,0
110219,2/10/2019,Sunday,Orange Is The New Black,4,6,25,Male,0,1
117797,2/10/2019,Sunday,Orange Is The New Black,1,10,16,Male,0,0
24451,2/10/2019,Sunday,Orange Is The New Black,4,7,29,Male,0,1
118997,2/10/2019,Sunday,Orange Is The New Black,1,3,57,Male,1,0
58371,2/10/2019,Sunday,Orange Is The New Black,1,2,50,Male,0,0
68600,2/10/2019,Sunday,Orange Is The New Black,4,9,41,Female,0,0
103599,2/10/2019,Sunday,Orange Is The New Black,1,5,53,Male,1,0
105300,2/10/2019,Sunday,Orange Is The New Black,5,10,35,Female,0,0
73884,2/10/2019,Sunday,Orange Is The New Black,4,6,58,Male,1,0
21358,2/10/2019,Sunday,Orange Is The New Black,5,7,46,Male,0,1
98133,2/10/2019,Sunday,Orange Is The New Black,2,3,26,Male,0,1
87821,2/10/2019,Sunday,Orange Is The New Black,1,2,5,Male,0,0
85935,2/10/2019,Sunday,Orange Is The New Black,2,7,31,Male,0,1
82503,2/10/2019,Sunday,Orange Is The New Black,,6,39,Male,0,
78053,2/10/2019,Sunday,Orange Is The New Black,,4,35,Female,0,1
38737,2/10/2019,Sunday,Orange Is The New Black,5,3,5,Female,0,1
27372,2/10/2019,Sunday,Orange Is The New Black,2,2,30,Male,0,0
10469,2/10/2019,Sunday,Orange Is The New Black,5,1,33,Female,0,0
124938,2/10/2019,Sunday,Orange Is The New Black,1,9,22,Female,0,1
120711,2/10/2019,Sunday,Orange Is The New Black,5,8,13,Male,0,1
124535,2/10/2019,Sunday,Orange Is The New Black,4,6,10,Male,0,1
86976,2/10/2019,Sunday,Orange Is The New Black,5,7,59,Female,1,1
37252,2/10/2019,Sunday,Orange Is The New Black,1,10,33,Male,0,1
26152,2/10/2019,Sunday,Orange Is The New Black,5,9,11,Female,0,1
103491,2/10/2019,Sunday,Orange Is The New Black,2,2,22,Male,0,1
102573,2/10/2019,Sunday,Orange Is The New Black,1,1,53,Female,1,1
46326,2/10/2019,Sunday,Orange Is The New Black,4,9,39,Male,0,1
8535,2/10/2019,Sunday,Orange Is The New Black,5,4,26,Male,0,1
23612,2/10/2019,Sunday,Orange Is The New Black,2,10,23,Male,0,1
43102,2/10/2019,Sunday,Orange Is The New Black,4,1,49,Female,0,0
88398,2/10/2019,Sunday,Orange Is The New Black,1,9,5,Female,0,0
109524,2/10/2019,Sunday,Orange Is The New Black,3,10,48,Male,0,0
5181,2/10/2019,Sunday,Orange Is The New Black,2,10,24,Male,0,0
28337,2/10/2019,Sunday,Orange Is The New Black,4,6,32,Female,0,1
119790,2/10/2019,Sunday,Orange Is The New Black,4,10,46,Male,0,0
84184,2/10/2019,Sunday,Orange Is The New Black,5,1,21,Male,0,1
83315,2/10/2019,Sunday,Orange Is The New Black,2,5,39,Female,0,1
51822,2/10/2019,Sunday,Orange Is The New Black,4,3,18,Female,0,0
92828,2/10/2019,Sunday,Orange Is The New Black,1,1,1,Female,0,0
94785,2/10/2019,Sunday,Orange Is The New Black,4,8,9,Female,0,1
71074,2/10/2019,Sunday,Orange Is The New Black,3,7,32,Male,0,0
71333,2/10/2019,Sunday,Orange Is The New Black,1,,47,Male,0,0
112405,2/10/2019,Sunday,Orange Is The New Black,1,,38,Female,0,1
108425,2/10/2019,Sunday,Orange Is The New Black,4,8,55,Male,1,1
85743,2/10/2019,Sunday,Orange Is The New Black,5,6,1,Male,0,0
28593,2/10/2019,Sunday,Orange Is The New Black,5,5,51,Male,1,1
94234,2/10/2019,Sunday,Orange Is The New Black,,4,36,Male,0,0
114101,2/10/2019,Sunday,Orange Is The New Black,5,2,18,Female,0,1
43032,2/10/2019,Sunday,Orange Is The New Black,4,10,24,Female,0,0
48049,2/10/2019,Sunday,Orange Is The New Black,2,9,39,Male,0,1
63456,2/10/2019,Sunday,Orange Is The New Black,2,1,25,Male,0,1
6013,2/10/2019,Sunday,Orange Is The New Black,3,3,11,Female,0,0
24691,2/10/2019,Sunday,Orange Is The New Black,4,9,44,Male,0,1
11848,2/10/2019,Sunday,Orange Is The New Black,2,4,16,Female,0,0
18185,2/10/2019,Sunday,Orange Is The New Black,1,5,47,Female,0,1
76551,2/10/2019,Sunday,Orange Is The New Black,2,10,11,Female,0,1
87070,2/10/2019,Sunday,Orange Is The New Black,5,4,5,Male,0,1
82488,2/10/2019,Sunday,Orange Is The New Black,3,1,59,Female,1,1
124797,2/10/2019,Sunday,Orange Is The New Black,2,1,18,Female,0,1
18532,2/10/2019,Sunday,Orange Is The New Black,2,4,46,Female,0,1
7683,2/10/2019,Sunday,Orange Is The New Black,5,7,17,Female,0,1
23709,2/10/2019,Sunday,Orange Is The New Black,2,7,57,Female,1,1
110825,2/10/2019,Sunday,Orange Is The New Black,2,2,24,Female,0,0
117916,2/10/2019,Sunday,Orange Is The New Black,1,7,32,Male,0,0
49353,2/10/2019,Sunday,Orange Is The New Black,5,10,27,Male,0,1
69801,2/10/2019,Sunday,Orange Is The New Black,4,2,36,Female,0,0
44962,2/10/2019,Sunday,Orange Is The New Black,5,6,55,Male,1,1
4458,2/10/2019,Sunday,Orange Is The New Black,2,6,9,Female,0,0
72784,2/10/2019,Sunday,Orange Is The New Black,5,5,55,Female,1,0
12003,2/10/2019,Sunday,Orange Is The New Black,2,9,46,Female,0,0
84474,2/10/2019,Sunday,Orange Is The New Black,2,7,58,Female,1,1
53801,2/10/2019,Sunday,Orange Is The New Black,4,6,12,Male,0,0
3205,2/10/2019,Sunday,Orange Is The New Black,2,6,47,Female,0,1
71910,2/10/2019,Sunday,Orange Is The New Black,3,3,6,Male,0,1
27807,2/10/2019,Sunday,Orange Is The New Black,3,2,33,Female,0,0
102801,2/10/2019,Sunday,Orange Is The New Black,2,7,29,Male,0,1
22460,2/10/2019,Sunday,Orange Is The New Black,4,3,2,Female,0,0
79355,2/10/2019,Sunday,Orange Is The New Black,2,2,8,Male,0,0
55617,2/10/2019,Sunday,Orange Is The New Black,4,8,50,Female,0,1
47531,2/10/2019,Sunday,Orange Is The New Black,5,8,37,Female,0,1
20195,2/10/2019,Sunday,Orange Is The New Black,3,8,12,Female,0,1
5983,2/10/2019,Sunday,Orange Is The New Black,3,9,12,Female,0,1
97400,2/10/2019,Sunday,Orange Is The New Black,5,6,42,Male,0,0
33897,2/10/2019,Sunday,Orange Is The New Black,1,2,57,Female,1,0
4347,2/10/2019,Sunday,Orange Is The New Black,4,5,38,Male,0,1
97961,2/10/2019,Sunday,Orange Is The New Black,1,6,39,Female,0,0
32280,2/10/2019,Sunday,Orange Is The New Black,2,3,57,Female,1,1
119676,2/10/2019,Sunday,Orange Is The New Black,1,9,32,Male,0,1
30883,2/10/2019,Sunday,Orange Is The New Black,5,3,35,Female,0,1
12047,2/10/2019,Sunday,Orange Is The New Black,2,1,8,Female,0,0
90844,2/10/2019,Sunday,Orange Is The New Black,2,6,26,Female,0,1
111948,2/10/2019,Sunday,Orange Is The New Black,3,10,58,Male,1,1
40397,2/10/2019,Sunday,Orange Is The New Black,5,1,22,Female,0,1
108468,2/10/2019,Sunday,Orange Is The New Black,5,5,6,Female,0,0
73841,2/10/2019,Sunday,Orange Is The New Black,1,9,34,Female,0,1
19961,2/10/2019,Sunday,Orange Is The New Black,2,3,46,Male,0,0
51724,2/10/2019,Sunday,Orange Is The New Black,3,10,55,Female,1,0
27522,2/10/2019,Sunday,Orange Is The New Black,3,4,31,Male,0,1
88851,2/10/2019,Sunday,Orange Is The New Black,1,4,16,Female,0,0
78964,2/10/2019,Sunday,Orange Is The New Black,3,5,5,Male,0,0
115991,2/10/2019,Sunday,Orange Is The New Black,4,8,36,Female,0,1
51012,2/10/2019,Sunday,Orange Is The New Black,5,1,40,Female,0,1
15567,2/10/2019,Sunday,Orange Is The New Black,3,1,37,Female,0,1
71381,2/10/2019,Sunday,Orange Is The New Black,3,4,42,Male,0,1
99551,2/10/2019,Sunday,Orange Is The New Black,3,4,59,Male,1,0
58270,2/10/2019,Sunday,Orange Is The New Black,2,8,3,Female,0,0
79687,2/10/2019,Sunday,Orange Is The New Black,5,8,19,Female,0,0
95992,2/10/2019,Sunday,Orange Is The New Black,1,4,18,Female,0,0
86442,2/10/2019,Sunday,Orange Is The New Black,2,8,48,Female,0,0
44330,2/10/2019,Sunday,Orange Is The New Black,4,10,58,Female,1,0
106386,2/10/2019,Sunday,Orange Is The New Black,5,10,10,Male,0,1
92862,2/10/2019,Sunday,Orange Is The New Black,1,3,53,Male,1,1
65770,2/10/2019,Sunday,Orange Is The New Black,4,5,18,Female,0,1
122055,2/10/2019,Sunday,Orange Is The New Black,1,2,2,Female,0,0
